sentimen,tweet
netral,@KHMarufAmin_ 17 April Pilih Jokowi-KMA. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pemerintah Jokowi juga menyebut masa depan ekonomi Indonesia Di tangan anak-anak muda kreatif.  https://bit.ly/2UAuzkRÂ 
negatif,"Gak ngaruh, jokowi mau ke kutub utara juga, rakyat taunya barang dan harga harga murah, berobat gampang, percuma mau kemana aja, kalau hutang negara malah nambah"
netral,"Terpilih jadi Presiden/Wapres, Prabowo-Sandi Berjanji Akan Berikan Gajinya bagi Kaum Miskinâ€¦  https://goo.gl/fb/2VTnKiÂ "
netral,Demokrat Minta Prabowo Hargai Kontribusi Presiden Sebelumnya  https://goo.gl/fb/d1NvPAÂ 
positif,"Jokowi-KMA Pemimpin Optimis. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦"
positif,madura prabowo harga mati ðŸ‘†ðŸ»ðŸ‘ˆðŸ»ðŸ˜€ðŸ˜€
positif,prabowo harga mati. . titik
netral,"Saat Jokowi masih menjadi pengusaha mebel di Solo. Mudzakir, guru ngaji Bpk @jokowi, pernah mendapat oleh-oleh dari ""muridnya"" sepulang dari Jerman. Yaitu korek api Zippo.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih"
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.   https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]"
netral,Sy hargai sikap anda bang...tp lgsg unfol tanpa sy tau mslah sblm ini rasanya aneh jg bang...lagian yg bikin tweet mention yg brsangkutan jg kan pasti punya tujuan baik jg buat mengingatkan. Apa gak malah kontraproduktif kl lgsg diunfol?
negatif,"Ya allah apa mgkn sosok seorg jokowi berani sprti itu kl capres anda sih mgkn jg tlg @MardaniAliSera  jgn fitnah presidenku sprti itu... kl jokowi diberi jln itu krn beliau org baik pak dan presiden yg sangat dihargai, ah sy curiga jgn2 anda mau blg ini cawapres anda ðŸ˜‚ðŸ˜‚ðŸ˜‚"
positif,"Dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. Namun, asal kalian tau di zaman Pak @Jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan.  https://bit.ly/2UB5N4gÂ "
negatif,Gaji mah ga seberapa. Yg penting cegah dan berantas korupsi. Mau ga cegah dan berantas korupsi kolusi nepotisme ? Ini yg jadi pertanyaan masyarakat.  Sekarang ini baru Jokowi dan Ahok yg sangat dipercaya masyarakat utk kemauan dan keberanian berantas Korupsi Kolusi Nepotisme.
negatif,"Bukan ga ngerti n ga nyambung ttg pertanyaan ML,,, tp emng ML ga nyambung dg tema DEBAT, jd ga penting tuk djawab n dbahas!!! Rakyat itu yg utama no 1 KESTABILAN HARGA PANGAN N KETERSEDIAANNYA dr petani sndr!!!! Negara Agraris ko sembrang IMPORT!!!????"
positif,Mencoblos=beramal Kenapa demikian? Karena @prabowo dan @sandiuno jika terpilih (insyaallah) mereka akan menginfakkan gajinya buat kaum dhuafa.. Suara kita g sia-sia kawan.. Mari kita dukung niat mereka #UASdifitnahKejiBalasDiTPS #UASdifitnahKejiBalasDiTPS https://twitter.com/dhikabebeh/status/1117495100995538944Â â€¦
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Pak @Jokowi  https://bit.ly/2OgymxtÂ "
negatif,"Kalau dihargai, masa sudah satu periode bapak Jokowi tidak memberikan jabatan sama loe. Pikirin itu . . . ."
netral,"Berita terbaru (Naikkan Rasio Pajak, Prabowo Terkenang Orde Baru) telah ada di  http://PILPRES.idÂ  -  https://pilpres.id/info/naikkan-rasio-pajak-prabowo-terkenang-orde-baru.htmlÂ â€¦ pic.twitter.com/BuFW3h9qec"
positif,"gue kasih tau..Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.Â  http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦Â #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih"
negatif,"bener juga sih #ApaKataKu  kan kata bapak aja, jelas Pak Jokowi dapat penghargaan dimana2 di luar negeri..  Jangan sampe segitu pak kalo mau menang.  kasihan rakyat."
netral,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih dan pentingnya sisi industri kreatif dan inovatif di era industri global. Membuat jokowi tergerak untuk mengubah Badan Ekonomi Kreatif (Bekraf) menjadi sebuah kementerian .
netral,"Pak @jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.   http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦ #PilihBajuPutih #PilihOrangBaik #PilihJelasIslamnya"
positif,"Bersatu Dukung Jokowi-Amin. @KHMarufAmin_ #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Menterinya aja berprestasi, apalagi pemimpinnya. Bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan.  https://bit.ly/2IpbIDdÂ "
negatif,KPU di bawah pemerintah rezim yg berkuasa skarang.  Kenapa yg salah prabowo??? Memangnya yg gaji KPU presiden prabowo ya???   #2019GantiPresiden  https://www.facebook.com/1742490484/posts/10205609169225534/Â â€¦
negatif,"Denny ini sementara menghinakan dirinya sendiri dihadapan publik. Merasa hebat tapi sayangnya TOLOL, kelihatan di ILC jadi ayam sayur. Apalagi mau sok nyentil ttg agama sdh pasti otakmu gak bakalan sampai. #Nyampah ðŸ¸  Den, kamu belajar ngaji dulu lah sebelum sok mau nyentil UAH."
positif,Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerja Sama Ekonomi  http://dlvr.it/R2pVJCÂ  pic.twitter.com/tMqKvJsMR6
negatif,#PopulerB1 9: Jokowi: Naikkan Tax Ratio Drastis Bisa Guncang Ekonomi  http://brt.st/6b4KÂ 
netral,'Saya pilih jokowi karena saya pingin indonesia maju.  'Saya tidak pilih prabowo krna saya tdk ikhlas uang pajak tiap thn yg saya bayar untuk para koruptor diksh pensiunan.
netral,"Fyi gaes...Menterinya aja berprestasi, apalagi pemimpinnya. Bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan.Â  https://bit.ly/2IpbIDdÂ Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih"
negatif,"Yg dikritik infrastruktur karena pembiayaan ke China tapi mencontoh kemandirian china yg berhasil, pasti tdk nyambung juga ya pak seperti koalisi dgn Demokrat tapi mengkritik kegagalan ekonomi karena kesalahan pemimpin sebelumnya"
positif,"Dengan mencoblos prabowo sandi anda telah beramal selama 5 tahun karena gaji prabowo sandi disumbang untuk dhuafa, anak yatim, dll #UASdifitnahKejiBalasDiTPS pic.twitter.com/aoZydw6bu0"
positif,Presiden Jokowi dan Raja Salman bin Abdulaziz al-Saud melakukan pertemuan bilateral. Keduanya sepakat akan meningkatkan kerja sama di bidang ekonomi.  https://news.detik.com/berita/d-4510595/menlu-retno-ri-saudi-tingatkan-kerjasama-di-sektor-energi-dan-pariwisata?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1555270554Â â€¦
positif,"Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.   http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦  Tanggal 17 April #PilihOrangBaik terus #PilihJelasIslamnya dan menggandeng ulama dan pasti"
positif,"Fyi gaes...Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.Â  http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦Â #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih"
negatif,"Kalau yg difitnah ulama oposisi @DivHumas_Polri @CCICPolri diam walau mereka digaji uang negara, coba pro @jokowi langsung gaspol. Tolong pak @prabowo setelah terpilih buang semua petinggi polri era tito ke pedalaman, ganti yg baik  https://twitter.com/rmol_id/status/1117457492995231745Â â€¦"
netral,"Pada debat kemarin, katanya anda berdua @prabowo @sandiuno tidak akan ambil gaji bila kelak terpilih menjadi presiden wakil presiden, atas dasar apa kiranya tidak mengambil hak anda itu? Terimakasih."
netral,Pemerintah @jokowi juga menyebut masa depan ekonomi Indonesia Di tangan anak-anak muda kreatif.  https://bit.ly/2UAuzkRÂ  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih
negatif,"Ga laku semuan pernyataan mu mas, masyarakat sudah cerdas, kami sudah muak atas ketidak adilan, ketidak pastian hukum, ketidakpastian ekonomi orang kecil. anti kritik dan pembatasan kebebasan berpendapat ! Semoga allah memberikan hidayah kepada kita semua. Kami ingin perubahan."
positif,Yang terpenting itu prabowo dan sandi berkomitmen untuk menurunkan harga listrik 900 w udah gitu aja... Kok kalian pendukung si jae yang ga setuju.. Kami pendukung prabowo sandi setuju aja kok.. Dan semoga pak prabowo adalah pemimpin yang tepati janji kampanye.. Ga kayak si jae
netral,Menurut Jokowi warga di Papua juga berhak merasakan harga BBM yang sama seperti di pulau jawa. #JkwAminHAMTerjamin #01ndonesiaMaju
netral,Ingin skill anak bangsa dihargai di negara sendiri?   17 April : âˆš Tusuk Prabowo Sandi !   #UASdifitnahKejiBalasDiTPS https://twitter.com/tuanmarajo/status/1117499727497424896Â â€¦
netral,"Jalan tol trans Sumatera bukan Melanjutkan tapi pak Jokowi yg mulai duluan.  Ekonomi kita berkembang 5% dalam setahun, disaat ekonomi negara lain tidak berkembang bahkan minus.  Rupiah sekarang 14.300, stabil sejak zaman SBY.  Inflasi di setiap negara pasti ada. Apa lagi?"
netral,"mau tanya impact buat negara kek gimana? kalo gamers ini difasilitasi, bisa bikin negara lain mandang gamers indo hebat. bisa tuh diadain penyelenggaraan game internasional di indo, impact apa? sponsor banyak, kunjungan wisatawan meningkat. ekonomi sekitar bisa maju."
netral,Subsidi yg tepat sasaran itu baik semua pasti setuju. Tapi kalau bicara daya beli masyarakat melemah sesaui dgn topik ekonomi yg kita bahas apa pd tdk setuju?
netral,"bisa, psimis amat si jd orang. dr pecinta game lu bisa jadi developer game, nyerap tenage kerja? iyalah. dr game lu bisa jualan printilan2 yg dibutuhin misal diamond mobilegend. apa2 tuh dibangun pelan2 dr bawah. bukan langsung tanya bisa ngubah ekonomi makro ato gak."
netral,"Kalo dari Lampung ke Aceh makan waktu 4 hari 4 Malam pake jalan umum. Kalau pake tol 1 hari. Bensin irit, barang cepat sampai, transport Bahan pangan jadi murah. Harga bahan pokok murah. Terus yang bikin harga bahan pokok naik dimana?"
negatif,"Dolar udh lama turun tong, kalo ga ngerti ekonomi jgn sok bicara ekonomi. Belajar ekonomi dulu sana."
netral,"Setelah melihat dirut PAM dan JAkpro diisi dgn org2 Pak Sandi, pemenang tender penyedia susu dr perusahaan Pak Prabowo,  belum lagi yang lain2 yang belum terungkap. Apalah arti uang recehan gaji pokok jadi pejabat publik, mending buat pencitraan aja tidak usah diambil."
negatif,"Kalo masalahnya bayar, jalan biasa pun tetep bayar lho walau secara nda langsung lewat pajak. Kalo gabayar darimana duit perawatannya?"
netral,emang terbukti sandi jadi gubernur gak di ambil gajinya
netral,"Pertemuan Jokowi dengan Menlu Thailand mendorong keterlibatan ASEAN untuk membantu Myanmar dalam penyelesaian konflik Rohingya. Selain itu, secara khusus Jokowi menyampaikan satu isu terkait dengan harga karet dunia #2019JokowiKyaiMaruf  https://twitter.com/Tagar_Nusantara/status/1106141449890889728/video/1Â â€¦"
netral,Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerja Sama Ekonomi [News].  https://news.okezone.com/read/2019/04/14/337/2043470/presiden-jokowi-dan-raja-salman-sepakat-tingkatkan-kerja-sama-ekonomi-news-Â â€¦
netral,Presiden Jokowi Gelar Pertemuan Dengan Raja Salman Bahas Kerja Sama Ekonomi  https://www.bhayangkaranews.co.id/internasional/presiden-jokowi-gelar-pertemuan-dengan-raja-salman-bahas-kerja-sama-ekonomi-20190415/Â â€¦
positif,"Infrastruktur itu penting untuk perekonomian dan pemerataan,tapi ingat membangun itu semua tidaklah gratis,semua dibangun melalui hutang dan dibayar melalui pajak ke rakyat,.jagalah amanah rakyat jika terpilih kembali dan jangan kamu menghianati demokrasi,.sehat selalu presidenku"
negatif,"Litah tk bertulng,owo bilng mndiri di kaki sndiri,tpi bljr dri cina,,pjk di hpus ,yg gji elit dn exsekutif siapa,,klo cuma omng sembako murh,listrik murh,jokowi juga bisa ,tpi negara ambruk,murah setahun 2 thun negara nombok trus naik lgi harga2"
positif,Perubahan segalanya...yg paling utama keadilan sosial bagi seluruh Rakyat indonesia..khususnya HARGA SEMBAKO murah ..
positif,Yusuf Mansur menilai Ma'ruf Amin sebagai sosok yang ideal untuk mendampingi Jokowi maju dalam pemilihan presiden (pilpres) 2019. Pasangan ini diharapkan nantinya mampu mendongkrak ekonomi syariah.   #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih
negatif,"Gw bertanding apa sampe kalah?  Gubernur Indonesia Anies B? Wina ini jauh melompat, pakar ekonomi/kelola keuangan tp harga pada naik, ekonomi masy tak meningkat. Trus ajakannya cuma bisa suruh ikat pinggang yg kencang dan sabar.  Sorry yg terbiasa di jalan tak kenal sensi."
positif,"Pernyataan penutup yg gemilang... Cukup satu kartu,  tidak akan mengambil gaji,  dan 13 kali ke TPS (Tusuk Prabowo Sandi).. Ditambah lg Pak Prabowo yg mengatakan dana desa adlh atas inisiatif beliau saat menjabat sebgai ketua HKTI tanpa perlu dipolitisasi.."
negatif,Sah gundulmu itu jokowi dalam rangka memperkuat hubungan ekonomi dengan arab. Kalo ada kecurangan ya lapor dong ke bawaslu. Anggota bawaslu dipilih dan di seleksi di dpr yang di dpr sendiri terdiri dari berbagai partai termasuk partai pengusung oposisi.
netral,"@jokowi @mohmahfudmd @SBYudhoyono @setkabgoid  Salam kebangsaan NKRI DAN PANCASILA HARGA MATI UTK Sabang sampai Maroke, saya bukan org politik tetapi penonton politik,pendapat sya demokrasi pilih presiden lÃ ngsung oleh rakyat sangat tepat,tetapi dari sis"
positif,Mau harga harga murah pilih prabowo sandi mau hrga listrik murah pilih prabowo sandi mau lowongan kerja pilih prabowo sandi mau hentikan impor saat panen pilih prabowo sandi pokonya @prabowo @sandiuno  yesss yessss
positif,Liat video ini netes juga air mata. Kita doakan semoga @prabowo @sandiuno MENANG agar nasib ekonomi para ojol bisa lebih baik lagi aaminnnn ðŸ™
negatif,"Digital"" itu penting, tp swasembada pangan, harga pangan murah itu jauh lebih dibutuhkan masyarakat.  Dasar gak tau prioritas. Kayak gtu minta 2 periode."
netral,"Yah ngapain juga digaji, Kan udahhh kayaaa raya congggg ðŸ¤£ðŸ¤£ðŸ¤£  ,paling ngambil dikit aja, gakpapa katanya kalo cuma dikit. Hehe. Salam Dua Jari. Prabowo Sandi  https://twitter.com/detikcom/status/1117096753759686657Â â€¦"
negatif,"Muslim kaffahnya, termasuk gaji karyawannya gak dibayar jg itu to, ngemplang pajak PANAMA papers jgn lupa, Indonesia bubar maju jalanðŸ¤£ðŸ¤£ðŸ¤£ Jd ingat lucinta Luna, suka batangan.. yg homo siapa, ingaaaatðŸ¤£ðŸ¤£ðŸ¤£"
negatif,"kedaulatan negara ditentukan oleh kedaulatan ekonomi dan kesejahteraan. Kita tak berdaulat secara ekonomi,  karena salah kelola di rezim orba.  JOKOWI lagi membenahi dari dasar PONDASI EKONOMI.   Analisanya kok begini?"
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan pak @jokowi -JK, sangat jauh meningkat.   https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]"
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat. Coblos 01 JUARA   https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]"
negatif,"Iya isi dompet gue kaya ekonomi Indonesia, kalo kata Pak @prabowo salah jalan.  Makanya sekarang dompet udah gue pasangin kompas. Belum pake gps, masih ngumpulin modalnya dulu."
positif,Pak Prabowo concern  benahi tata kelola negara..  pertahanan negara  hingga harga diri bangsa  di mata dunia  Bang Sandi fokus  garap kekuatan ekonomi sinergikan pemerintah dan  power rakyatnya  para ulama 212 fokus garap  iman dan akidah juga akhlaq umat  #Ruh212 #MCAHacktivis
negatif,Pemahaman tata negara. Pemahaman akan peraturan. Pemahaman akan kebijakan ekonomi. Pemahaman kalau kursi mentri hrs diisi org2 yg kompeten (walau tidak tepat 100%..)  Ketimbang prabowo.. belum apa2 sudah bagi2 jatah kursi menteri untuk parpol2 pendukungnya.
negatif,"Yg diserang ekonomi makro woooyyy!!! Lu liat,pengangkut sembako,dulu belum ada tol,dia dijalan mikir jam!! Sekarang,tinggal bayar,waktu terganti. Gw pelakunya!!"
netral,"Gileee... Ratusan juta mata menonton menyaksikan sebuah pengakuan yg cukup berani dan jujur,  bhw kebijakan ekonomi itu bkn salah pak jokowi, tp slh orang satu koalosinya, makanya prabowo dan sandi berpelukan erat,, pertanda mrk tdk akan bersama lg utk bericara didpn umum."
negatif,Udah gagal minta 2 priode. Saat debat bukan fokus ekonomi malah bahas games mobile legend dll. GAK BERFAEDAH.  yai pun menanyakan harta kekayaan prabowo apa urusan dngan negara dan gak fokus soal kebangsaan.  HARUS LENGSER
netral,"Gelar pertemuan bilateral, Presiden Jokowi dan Raja Salman sepakat ke depan, kerja sama ekonomi akan terus ditingkatkan terutama di bidang energi dan pariwisata.  pic.twitter.com/Ro2jLYPeeL"
negatif,"Semua sudah ada NJOP nya,jadi kalau ngeyel harga nya ditinggiin,ya itu salah yg minta lah!!!"
negatif,Kan katanya pak sandi lulusan amerika ipk nya 4 katanya jd khatam banget makro dan mikro ini.. Tapi kok kalah sama sarjana kehutanan.. Apakah p jokowi jurusan ekonomi kehutanan?
netral,"Pak Prabowo ternyata memiliki jiwa sportif, bhw Kesalahan Kebijakan Ekonomi Indonesia terjadi puluhan tahun sblm Pak Jokowi berkuasa,cuma sayang Partai Koalisinya tdk suka bhk ada yg emosi dg kejujuran Pak Prabowo mengungkap fakta. Aneh...!"
negatif,"Salah arahnya Pembangunan Ekonomi Indonesia saat ini juga tak terlepas dari andil #presiden sebelum #Jokowi. ""Saya tidak menyalahkan Bapak. Ini kesalahan besar, kesalahan besar presiden-presiden sebelum Bapak. Kita...  https://media0.giphy.com/media/1esS6V0Us2JQCLIH4t/giphy.gifÂ â€¦"
negatif,"Lalu harga tiket pesawat kapan diturunkan pak?,saya sangat brharap besar dlm aspek ini,trlbh dngan mahal ny harga tiket pswt terbang yg amat tinggi/mahal tarif biaya expdisi antar kota pun ikut melonjak naik"
negatif,"Paling parah malaysia mba, bayangkan 2jt org hrs beetumpu di 3 tps,  apakah kita sebagai warga negara tdk blh kritik dan tdk blh marah kl liat para pelaksana swperti itu,  sedangkan mereka di gaji olh uang negara."
netral,"Ya drpd mikirin yg kyk gtu mending mikirin hal yg mendasar dulu dong,ekonomi dll,lha klo ketagihan game online bikin malas sgl nya,di suruh wirid ke masjid malah nongkrong di warnet,bergayalah sesuai isi kantong"
negatif,"Kata die zaman jokowi ekonomi anjlok, tapi punya gadget sebanyak itu. Belum lagi bayar wifi. Terus dia bilang anjlok n serba mahal itu apa?"
netral,"Janji Tak Ambil Gaji jika Terpilih, Prabowo-Sandi Ikuti Jejak Para Presiden Terkenal Ini #UASdifitnahKejiDanBrutal #BeraniPilih02 #TusukPrabowoSandi #HoaxJkwMenangTotalDebat  http://bit.ly/2v9QUqhÂ "
netral,Y memang lebih kecil. Tp pngetahuan tata kelola ekonomi negara jauh kelasnya
netral,prabowo sudah berbuat apa untuk rakyat kecil...?? sedang gaji karyawannya aja...belum dibayar sampai sekarang....heheheheee
negatif,Akui kekurangan ya. Akui prabowo dulu kristen. Sekarang mualaf. Ibunya kristen. Hashim kristen. Gak bisa sholat. Wudhu gerakan salah. Gak bisa ngaji. Dipecat dari TNI. 1% dari elit bajingan.
