sentimen,tweet,clean_tweet,clean_tweet_sentence
netral,"Gasah mengejek program pa jokowi , karena program ini jg tdk asal ,pasti sdh dipikirkan mateng ,seperti program kis dulu ....mari kita hargai jgn saling menghujat .","['gasah', 'ejek', 'program', 'apa', 'jokowi', 'program', 'tidak', 'asal', 'pikir', 'matang', 'program', 'kis', 'dulu', 'harga', 'jangan', 'saling', 'hujat']",gasah ejek program apa jokowi program tidak asal pikir matang program kis dulu harga jangan saling hujat
netral,Monggo silahkan..itu hak anda...hargai juga kami yg inginkan perubahan lebih baik...,"['monggo', 'sila', 'hak', 'harga', 'ingin', 'ubah', 'lebih', 'baik']",monggo sila hak harga ingin ubah lebih baik
positif,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.   https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦","['beberapa', 'harga', 'anugerah', 'kepada', 'jadi', 'bukti', 'jokowi', 'sosok', 'pimpin', 'aku', 'integritas']",beberapa harga anugerah kepada jadi bukti jokowi sosok pimpin aku integritas
negatif,"He, he, he, sok bijak nih antek ORBA! Pikirkan Letjen pecatan yang bilang biang kerok ekonomi Indonesia adalah Presiden sebelum Jokowi, ada Jenderal SBY! Gimana demokrat ngga beralih dukungan ke Jokowi coba?","['he', 'he', 'he', 'sok', 'bijak', 'antek', 'orba', 'pikir', 'letnan', 'jenderal', 'pecat', 'bilang', 'biang', 'kerok', 'ekonomi', 'indonesia', 'presiden', 'jokowi', 'jenderal', 'surabaya', 'bagaimana', 'demokrat', 'tidak', 'alih', 'dukung', 'jokowi', 'coba']",he he he sok bijak antek orba pikir letnan jenderal pecat bilang biang kerok ekonomi indonesia presiden jokowi jenderal surabaya bagaimana demokrat tidak alih dukung jokowi coba
netral,Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerja Sama Ekonomi:  http://metrobali.com/presiden-jokowi-dan-raja-salman-sepakat-tingkatkan-kerja-sama-ekonomi/Â â€¦ via @metrobali,"['presiden', 'jokowi', 'raja', 'salman', 'sepakat', 'tingkat', 'kerja', 'sama', 'ekonomi', 'via', 'metrobali']",presiden jokowi raja salman sepakat tingkat kerja sama ekonomi via metrobali
netral,"gue kasih tau..Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.Â  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih","['kasih', 'tahu', 'beberapa', 'harga', 'anugerah', 'kepada', 'jadi', 'bukti', 'jokowi', 'sosok', 'pimpin', 'aku', 'integritas']",kasih tahu beberapa harga anugerah kepada jadi bukti jokowi sosok pimpin aku integritas
netral,Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerja Sama Ekonomi  https://www.balinetizen.com/2019/04/14/presiden-jokowi-dan-raja-salman-sepakat-tingkatkan-kerja-sama-ekonomi/Â â€¦ via @Bali Netizen,"['presiden', 'jokowi', 'raja', 'salman', 'sepakat', 'tingkat', 'kerja', 'sama', 'ekonomi', 'via', 'bal', 'netizen']",presiden jokowi raja salman sepakat tingkat kerja sama ekonomi via bal netizen
positif,"Dalam penjelasannya Kyai @KHMarufAmin_ mau menjadi cawapres karna @jokowi punya komitmen terkait ekonomi umat dgn apa yg disebutnya sebagai arus baru ekonomi Indonesia, membangun ekonomi dri bawah.   https://bit.ly/2Zbe65vÂ  #PilihOrangBaik #PilihYgJelasIslamnya #PilihYgBajuPutih","['jelas', 'kyai', 'khmarufamin', 'mau', 'jadi', 'cawapres', 'jokowi', 'punya', 'komitmen', 'kait', 'ekonomi', 'umat', 'apa', 'sebut', 'arus', 'baru', 'ekonomi', 'indonesia', 'bangun', 'ekonomi', 'bawah']",jelas kyai khmarufamin mau jadi cawapres jokowi punya komitmen kait ekonomi umat apa sebut arus baru ekonomi indonesia bangun ekonomi bawah
positif,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Menterinya aja berprestasi, apalagi pemimpinnya. Bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan.  https://bit.ly/2IpbIDdÂ ","['menteri', 'prestasi', 'pimpin', 'kata', 'era', 'jokowi', 'lah', 'jumlah', 'menteri', 'banyak', 'raih', 'harga']",menteri prestasi pimpin kata era jokowi lah jumlah menteri banyak raih harga
negatif,#PopulerB1 4: Jokowi: Naikkan Tax Ratio Drastis Bisa Guncang Ekonomi  http://brt.st/6b4KÂ ,"['4', 'jokowi', 'naik', 'tax', 'ratio', 'drastis', 'guncang', 'ekonomi']",4 jokowi naik tax ratio drastis guncang ekonomi
positif,"Lalu berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat. #PilihOrangBaik #PilihYgJelasIslamnya #PilihYgBajuPutih  https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]","['lalu', 'bagai', 'capai', 'hasil', 'capai', 'khusus', 'tumbuh', 'ekonomi', 'era', 'perintah', 'jokowi', 'sangat', 'jauh', 'tingkat']",lalu bagai capai hasil capai khusus tumbuh ekonomi era perintah jokowi sangat jauh tingkat
negatif,"Disitu pak jokowi hanya membahas game online bagi pemain profesional, bahkan sekarang udah ada piala presiden Mobile legend, dan hadiahnya sangat besar. Jika kita mau bersaing didunia online seperti game, ekonomi kita juga akan naik.","['situ', 'pak', 'jokowi', 'bahas', 'game', 'online', 'main', 'profesional', 'bahkan', 'sekarang', 'piala', 'presiden', 'mobile', 'legend', 'hadiah', 'sangat', 'besar', 'mau', 'saing', 'dunia', 'online', 'game', 'ekonomi', 'naik']",situ pak jokowi bahas game online main profesional bahkan sekarang piala presiden mobile legend hadiah sangat besar mau saing dunia online game ekonomi naik
positif,"@Jokowi @KHMarufAmin_ 17 April Pilih Jokowi-KMA. Pada ngerti kan kalo Pak Jokowi belajar ngaji sejak sebelum jadi pejabat. Murni mendalami agama, tanpa unsur pencitraan. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih","['jokowi', 'khmarufamin', '17', 'april', 'pilih', 'jokowikma', 'erti', 'kan', 'kalau', 'pak', 'jokowi', 'ajar', 'aji', 'sejak', 'jadi', 'jabat', 'murni', 'dalam', 'agama', 'unsur', 'citra']",jokowi khmarufamin 17 april pilih jokowikma erti kan kalau pak jokowi ajar aji sejak jadi jabat murni dalam agama unsur citra
positif,#Repost from sandiuno (repost_media_app)  Prabowo-Sandi tidak ingin gagal fokus. Kita ingin pembangunan besar-besaran ini berdampak langsung pada ekonomi dan kesejahteraanâ€¦  https://www.instagram.com/fely_irzahn/p/BwQN4Ubgziz/?utm_source=ig_twitter_share&igshid=4xvs93h4zmduÂ â€¦,"['from', 'sandiuno', 'repostmediaapp', 'prabowosandi', 'tidak', 'gagal', 'fokus', 'bangun', 'besarbesaran', 'dampak', 'langsung', 'ekonomi', 'sejahtera']",from sandiuno repostmediaapp prabowosandi tidak gagal fokus bangun besarbesaran dampak langsung ekonomi sejahtera
negatif,Alasan Prabowo-Sandi Tak Terima Gaji Jika Menang: Negara Sedang Susah  https://kumparan.com/@kumparannews/alasan-prabowo-sandi-tak-terima-gaji-jika-menang-negara-sedang-susah-1qsiM359eYk?utm_medium=post&utm_source=Facebook&utm_campaign=intÂ â€¦,"['alas', 'prabowosandi', 'tidak', 'terima', 'gaji', 'menang', 'negara', 'sedang', 'susah']",alas prabowosandi tidak terima gaji menang negara sedang susah
negatif,"He, he, he, pikirkan Letjen pecatan yang bilang biang kerok ekonomi presiden2 sebelum Jokowi ada Jenderal SBY ada Jenderal Soeharto yg bintang nya sampe lima, dungu!","['he', 'he', 'he', 'pikir', 'letnan', 'jenderal', 'pecat', 'bilang', 'biang', 'kerok', 'ekonomi', 'presiden2', 'jokowi', 'jenderal', 'surabaya', 'jenderal', 'soeharto', 'bintang', 'nya', 'lima', 'dungu']",he he he pikir letnan jenderal pecat bilang biang kerok ekonomi presiden2 jokowi jenderal surabaya jenderal soeharto bintang nya lima dungu
netral,"Jokowi menambahkan, capaian pertumbuhan itu perlu disyukuri karena Indonesia tetap tumbuh meski kondisi ekonomi global sedang bergejolak #2019JokowiKyaiMaruf  https://twitter.com/Tagar_Nusantara/status/1105782861150314496/photo/1 pic.twitter.com/y4PFLSTk8lÂ ","['jokowi', 'tambah', 'capai', 'tumbuh', 'perlu', 'syukur', 'indonesia', 'tetap', 'tumbuh', 'meski', 'kondisi', 'ekonomi', 'global', 'sedang', 'gejolak']",jokowi tambah capai tumbuh perlu syukur indonesia tetap tumbuh meski kondisi ekonomi global sedang gejolak
positif,"Janji Tak Ambil Gaji Jika Menang Pilpres, Prabowo: Bukti Kita Tulus  https://news.detik.com/berita/d-4509660/janji-tak-ambil-gaji-jika-menang-pilpres-prabowo-bukti-kita-tulus?utm_term=echobox&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Facebook#Echobox=1555173787Â â€¦","['janji', 'tidak', 'ambil', 'gaji', 'menang', 'pilpres', 'prabowo', 'bukti', 'tulus']",janji tidak ambil gaji menang pilpres prabowo bukti tulus
negatif,"Terus lah bersuara minta keadilan. 1 suara begitu berarti.  @KPU_ID  kerja yang benar,jangan makan gaji buta. Jangan curang.","['terus', 'lah', 'suara', 'minta', 'adil', '1', 'suara', 'arti', 'kpuid', 'kerja', 'benarjangan', 'makan', 'gaji', 'buta', 'jangan', 'curang']",terus lah suara minta adil 1 suara arti kpuid kerja benarjangan makan gaji buta jangan curang
negatif,Jelas Jokowi lah. Prabowo dan Sandi pecicilan. Selalu pesimis tanpa jalan keluar jelas. Ekonomi Makro dan Mikro saja tak tau,"['jelas', 'jokowi', 'lah', 'prabowo', 'sandi', 'pecicilan', 'selalu', 'pesimis', 'jalan', 'keluar', 'jelas', 'ekonomi', 'makro', 'mikro', 'tidak', 'tahu']",jelas jokowi lah prabowo sandi pecicilan selalu pesimis jalan keluar jelas ekonomi makro mikro tidak tahu
positif,"gue kasih tau..Menterinya aja berprestasi, apalagi pemimpinnya. Bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan.Â  https://bit.ly/2IpbIDdÂ Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih","['kasih', 'tahu', 'menteri', 'prestasi', 'pimpin', 'kata', 'era', 'jokowi', 'lah', 'jumlah', 'menteri', 'banyak', 'raih', 'harga']",kasih tahu menteri prestasi pimpin kata era jokowi lah jumlah menteri banyak raih harga
netral,Berita terbaru (Prabowo: Saya Tak Ingin Naikkan Pajak 16 Persen dalam Setahun) telah ada di  http://PILPRES.idÂ  -  https://pilpres.id/info/prabowo-saya-tak-ingin-naikkan-pajak-16-persen-dalam-setahun.htmlÂ â€¦ pic.twitter.com/8o7biqQ0gn,"['berita', 'baru', 'prabowo', 'tidak', 'naik', 'pajak', '16', 'persen', 'tahun']",berita baru prabowo tidak naik pajak 16 persen tahun
positif,"Jokowi menjelaskan, pembangunan dan merevitalisasi pasar rakyat ini menjadi dasar utama dalam pembangunan ekonomi berbasis kerakyatan. Dengan demikian, kekuatan ekonomi Indonesia bisa lebih stabil #2019JokowiKyaiMaruf  https://twitter.com/Tagar_Nusantara/status/1105659138061688838/photo/1 pic.twitter.com/XYt9VIWpRJÂ ","['jokowi', 'jelas', 'bangun', 'revitalisasi', 'pasar', 'rakyat', 'jadi', 'dasar', 'utama', 'bangun', 'ekonomi', 'bas', 'rakyat', 'kuat', 'ekonomi', 'indonesia', 'lebih', 'stabil']",jokowi jelas bangun revitalisasi pasar rakyat jadi dasar utama bangun ekonomi bas rakyat kuat ekonomi indonesia lebih stabil
netral,"gue kasih tau..Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.Â  https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih","['kasih', 'tahu', 'bagai', 'capai', 'hasil', 'capai', 'khusus', 'tumbuh', 'ekonomi', 'era', 'perintah', 'jokowi', 'sangat', 'jauh', 'tingkat']",kasih tahu bagai capai hasil capai khusus tumbuh ekonomi era perintah jokowi sangat jauh tingkat
positif,"#PilihOrangBaik#PilihJelasIslamnya #PilihBajuPutih  Presiden @jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.  http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦","['presiden', 'jokowi', 'bangun', 'spbu', 'pertama', 'setelag', '71', 'tahun', 'kabupaten', 'puncak', 'jaya', 'papua', 'harga', 'mula', '50ribuliter', 'jadi', '6500liter']",presiden jokowi bangun spbu pertama setelag 71 tahun kabupaten puncak jaya papua harga mula 50ribuliter jadi 6500liter
positif,"Bersatu Menangkan @Jokowi #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Brbagai upaya telah dilakukan utk membangun Indonesia bebas korupsi, dr pelayanan berbasis elektronik, sistem pengaduan masyarakat, penghargaan bg masyarakat yg mengungkap korupsi.","['satu', 'menang', 'jokowi', 'bagai', 'upaya', 'laku', 'bangun', 'indonesia', 'bebas', 'korupsi', 'layan', 'bas', 'elektronik', 'sistem', 'adu', 'masyarakat', 'harga', 'abang', 'masyarakat', 'ungkap', 'korupsi']",satu menang jokowi bagai upaya laku bangun indonesia bebas korupsi layan bas elektronik sistem adu masyarakat harga abang masyarakat ungkap korupsi
negatif,Leres pakdhe :)  Salah satu aspek penting dari faktor ekonomi yg bertumbuh adalah stabilitas politik dalam negeri yg ditunjukkan dg adanya kepastian dan keadilan dalam penegakan hukum. Jadi pripun kabare ðŸ‘‰ #duatahunnovel pakde @jokowi ðŸ˜Šâ˜º,"['les', 'pakdhe', 'salah', 'satu', 'aspek', 'penting', 'faktor', 'ekonomi', 'tumbuh', 'stabilitas', 'politik', 'negeri', 'tunjuk', 'ada', 'pasti', 'adil', 'tega', 'hukum', 'jadi', 'pripun', 'kabare', 'pakde', 'jokowi']",les pakdhe salah satu aspek penting faktor ekonomi tumbuh stabilitas politik negeri tunjuk ada pasti adil tega hukum jadi pripun kabare pakde jokowi
negatif,demikian pak @prabowo walau pendidikannya tentara .. tapi ayahnya seorang ekonom legendaris di Indonesia ..   ya kali deh gak ngerti makro dan mikro ..   makro dan mikro pelajaran semester 1-2 di fakultas ekonomi .. CMIIW   ketauan .. jae baru belajar ekonomi .. kacaw..,"['pak', 'prabowo', 'didik', 'tentara', 'ayah', 'orang', 'ekonom', 'legendaris', 'indonesia', 'iya', 'kali', 'deh', 'tidak', 'erti', 'makro', 'mikro', 'makro', 'mikro', 'ajar', 'semester', '12', 'fakultas', 'ekonomi', 'correct', 'me', 'if', 'i', 'm', 'wrong', 'tahu', 'jae', 'baru', 'ajar', 'ekonomi', 'kacaw']",pak prabowo didik tentara ayah orang ekonom legendaris indonesia iya kali deh tidak erti makro mikro makro mikro ajar semester 12 fakultas ekonomi correct me if i m wrong tahu jae baru ajar ekonomi kacaw
netral,Jangan terlalu bangga dengan jalan. Jika ekonomi jatuh terus. Nengara menag buka melihat jalanya yg megah. Seharusnya hasil bumi laut yg melimpah ruah terlebih dahulu baru idonesia maju menjadi pemenang.,"['jangan', 'terlalu', 'bangga', 'jalan', 'ekonomi', 'jatuh', 'terus', 'nengara', 'menag', 'buka', 'lihat', 'jala', 'megah', 'hasil', 'bumi', 'laut', 'limpah', 'ruah', 'lebih', 'baru', 'idonesia', 'maju', 'jadi', 'menang']",jangan terlalu bangga jalan ekonomi jatuh terus nengara menag buka lihat jala megah hasil bumi laut limpah ruah lebih baru idonesia maju jadi menang
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.    http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦","['jokowi', 'bangun', 'spbu', 'pertama', 'setelag', '71', 'tahun', 'kabupaten', 'puncak', 'jaya', 'papua', 'harga', 'mula', '50ribuliter', 'jadi', '6500liter']",jokowi bangun spbu pertama setelag 71 tahun kabupaten puncak jaya papua harga mula 50ribuliter jadi 6500liter
netral,Katanya Jas itu harga mahal dan pakaian orang2 eropa dan amerika.,"['kata', 'jas', 'harga', 'mahal', 'pakai', 'orang', 'eropa', 'amerika']",kata jas harga mahal pakai orang eropa amerika
netral,Prabowo Janjikan Harga Karet dan Kelapa Sawit Bikin Senyum Petani  https://nasional.sindonews.com/read/1394419/12/prabowo-janjikan-harga-karet-dan-kelapa-sawit-bikin-senyum-petani-1554858831?utm_source=dlvr.it&utm_medium=referralÂ â€¦,"['prabowo', 'janji', 'harga', 'karet', 'kelapa', 'sawit', 'bikin', 'senyum', 'tani']",prabowo janji harga karet kelapa sawit bikin senyum tani
netral,Orang ini sangat dihargai oleh Raja Arab Saudi. Dia Pemimpin ku,"['orang', 'sangat', 'harga', 'raja', 'arab', 'saudi', 'pimpin', 'ku']",orang sangat harga raja arab saudi pimpin ku
negatif,"mencontoh ekonomi china, bukannya sujud seperti sekarang iniðŸ¤£","['contoh', 'ekonomi', 'china', 'bukan', 'sujud', 'sekarang']",contoh ekonomi china bukan sujud sekarang
positif,"Fyi gaes...Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.Â  https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih","['informasi', 'teman', 'bagai', 'capai', 'hasil', 'capai', 'khusus', 'tumbuh', 'ekonomi', 'era', 'perintah', 'jokowi', 'sangat', 'jauh', 'tingkat']",informasi teman bagai capai hasil capai khusus tumbuh ekonomi era perintah jokowi sangat jauh tingkat
netral,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Kepercayaan hanya diberikan pd mrk yg berpengalaman. Seorang @jokowi memiliki wakil yg berpengalaman dibidang ekonomi.   https://www.merdeka.com/uang/harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin.htmlÂ â€¦,"['percaya', 'beri', 'alam', 'orang', 'jokowi', 'milik', 'wakil', 'alam', 'bidang', 'ekonomi']",percaya beri alam orang jokowi milik wakil alam bidang ekonomi
negatif,"Berapa sih gaji presiden dan wakil presiden? Berapa sih tunjangannya? Kalau kalian mengatakan tdk akan ambil sepeserpun gaji dan tunjangan baru hebat. Itu baru jualan, klu hanya gaji itu namanya jualan basi.","['berapa', 'sih', 'gaji', 'presiden', 'wakil', 'presiden', 'berapa', 'sih', 'tunjang', 'kalau', 'kalian', 'kata', 'tidak', 'ambil', 'peser', 'gaji', 'tunjang', 'baru', 'hebat', 'baru', 'jual', 'kalau', 'gaji', 'nama', 'jual', 'basi']",berapa sih gaji presiden wakil presiden berapa sih tunjang kalau kalian kata tidak ambil peser gaji tunjang baru hebat baru jual kalau gaji nama jual basi
positif,Mungkin pak @prabowo mengharap ketulusan karyawan untuk tidak menuntut gajiðŸ˜…,"['mungkin', 'pak', 'prabowo', 'harap', 'tulus', 'karyawan', 'tidak', 'tuntut', 'gaji']",mungkin pak prabowo harap tulus karyawan tidak tuntut gaji
netral,"Jamu Jokowi, Raja Salman Sajikan Nasi Mandhi - Warta Ekonomi  https://www.wartaekonomi.co.id/read223718/jamu-jokowi-raja-salman-sajikan-nasi-mandhi.htmlÂ â€¦","['jamu', 'jokowi', 'raja', 'salman', 'saji', 'nasi', 'mandhi', 'warta', 'ekonomi']",jamu jokowi raja salman saji nasi mandhi warta ekonomi
positif,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. Namun, di zaman Pak Jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan.  https://bit.ly/2UB5N4gÂ ","['dulu', 'sekadar', 'tumbuh', 'ekonomi', 'perata', 'zaman', 'pak', 'jokowi', 'bukan', 'tumbuh', 'ekonomi', 'perata', 'bangun']",dulu sekadar tumbuh ekonomi perata zaman pak jokowi bukan tumbuh ekonomi perata bangun
negatif,"Kami moslem, kami menghormati dan menghargai umat agama Laen. Kami cinta damai karena Islam mengajarkan utk berbuat baik kpd semua manusia tanpa terkecuali. Dan kamipun pendukung 02. Bhineka tunggal Ika  #UASdifitnahKejiDanBrutal","['muslim', 'hormat', 'harga', 'umat', 'agama', 'cinta', 'damai', 'islam', 'ajar', 'buat', 'baik', 'semua', 'manusia', 'kecuali', 'kami', 'dukung', '02', 'bhineka', 'tunggal', 'ika']",muslim hormat harga umat agama cinta damai islam ajar buat baik semua manusia kecuali kami dukung 02 bhineka tunggal ika
positif,@prabowo & @sandiuno  Tidak akan ambil gaji serupiah pun jika terpilih sbg Presiden RI  Benar kata alm. Gus Dur : orang yg paling ihlas utk Indonesia adalah prabowo ..!  #PrabowoSandiOKBanget #PrabowoSandiTakTerbendung #Tutup01Tusuk02 pic.twitter.com/VMyb,"['prabowo', 'sandiuno', 'tidak', 'ambil', 'gaji', 'rupiah', 'pilih', 'presiden', 'republik', 'indonesia', 'benar', 'kata', 'almarhum', 'gus', 'dur', 'orang', 'paling', 'ikhlas', 'indonesia', 'prabowo']",prabowo sandiuno tidak ambil gaji rupiah pilih presiden republik indonesia benar kata almarhum gus dur orang paling ikhlas indonesia prabowo
